name,quantity,quantity_unit,price,subcat,match_subcat,cat_name,brand,avg_price,gender,gender_2,store,type_brand
Acondicionador Suavidad y Brillo Deliplus todo tipo de cabelloBotella,1,L,1.85,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.02,Non-Male,Non-Male,Mercadona,Housebrand
Acondicionador Repair & Nutrition Deliplus cabello seco y dañadoBote,300,ml,1.4,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.47,Non-Male,Non-Male,Mercadona,Housebrand
Acondicionador instantáneo Kids DeliplusBote,250,ml,1.7,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.68,Non-Male,Non-Male,Mercadona,Housebrand
Acondicionador instantáneo Repair & Nutrition Deliplus cabello seco y dañadoBotella,400,ml,2.5,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.62,Non-Male,Non-Male,Mercadona,Housebrand
Acondicionador Repara & Protege PanteneBote,250,ml,3.6,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Pantene,1.44,Non-Male,Non-Male,Mercadona,Brand
Acondicionador Protector Color Vive Elvive cabello teñido o con mechasBote,250,ml,3,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Elvive,1.2,Non-Male,Non-Male,Mercadona,Brand
Acondicionador instantáneo Hydra hyaluronic Deliplus cabello de normal a secoBote,250,ml,2,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.8,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Repair & Nutrition Deliplus cabello seco y dañadoTarro,400,ml,2.15,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.54,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Argan Oil Deliplus cabello seco y dañadoTarro,400,ml,2.6,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.65,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Liss Frizz Control Deliplus cabello rebeldeTarro,400,ml,2.15,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.54,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Curl Perfect Deliplus cabello rizadoTarro,400,ml,2.6,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.65,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Repara & Protege Pantene cabello dañado y secoTarro,200,ml,2.85,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Pantene,1.43,Non-Male,Non-Male,Mercadona,Brand
Mascarilla Color Intense Deliplus cabello teñido o con mechasTarro,400,ml,2.3,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.58,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla sin aclarado Repair & Nutrition Deliplus cabello seco y dañadoBote,150,ml,3.7,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,2.47,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Natural Deliplus todo tipo de cabelloTarro,400,ml,2.6,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,0.65,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Suave & Liso Pantene cabello encrespadoTarro,200,ml,2.85,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Pantene,1.43,Non-Male,Non-Male,Mercadona,Brand
Mascarilla sin aclarado Argan Oil Deliplus cabello seco y dañadoBote,150,ml,3.8,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,2.53,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Silver Deliplus cabello blanco y platinoBote,200,ml,3.95,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,1.98,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Protectora Color Vive Elvive cabello teñido o con mechasTarro,310,ml,4.5,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Elvive,1.45,Non-Male,Non-Male,Mercadona,Brand
Mascarilla Plex Repair Deliplus cabello muy dañadoBote,200,ml,2.9,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,1.45,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla sin aclarado Curl Perfect Deliplus cabello rizadoBote,200,ml,4,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,2,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Hydra hyaluronic Deliplus cabello de normal a secoBote,200,ml,2.6,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,1.3,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla Hidra Hialurónico Elvive cabello deshidratadoTarro,310,ml,4.5,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Elvive,1.45,Non-Male,Non-Male,Mercadona,Brand
"Mascarilla Ultra Platinum Deliplus cabello gris, rubio y decoloradoBote",200,ml,3.95,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,1.98,Non-Male,Non-Male,Mercadona,Housebrand
Hidrocrema Liss Frizz Control Deliplus cabello rebeldeBote,200,ml,2.75,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,1.38,Non-Male,Non-Male,Mercadona,Housebrand
Sérum Anticaída DeliplusBote,100,ml,6.95,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,6.95,Non-Male,Non-Male,Mercadona,Housebrand
Sérum Be Radiant 10 en 1 Deliplus cabello apagadoBote,100,ml,4.05,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,4.05,Non-Male,Non-Male,Mercadona,Housebrand
Sérum Plex Repair Deliplus cabello muy dañadoBote,100,ml,4,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,4,Non-Male,Non-Male,Mercadona,Housebrand
Sérum Liss Frizz Control Deliplus iluminadorBote,200,ml,4.55,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,2.28,Non-Male,Non-Male,Mercadona,Housebrand
Sérum oil Curl Perfect Deliplus cabello rizadoBote,100,ml,4,Acondicionador y mascarilla,Acondicionador y Mascarilla,Cuidado del cabello,Deliplus,4,Non-Male,Non-Male,Mercadona,Housebrand
Champú protección y brillo Deliplus todo tipo de cabelloBotella,1,L,1.7,Champú,Champú,Cuidado del cabello,Deliplus,0.02,Non-Male,Non-Male,Mercadona,Housebrand
Champú Repair & Nutrition Deliplus cabello seco y dañadoBote,400,ml,1.8,Champú,Champú,Cuidado del cabello,Deliplus,0.45,Non-Male,Non-Male,Mercadona,Housebrand
Envase rellenable Deliplus tamaño viajeBotella,100,ml,0.9,Champú,Champú,Cuidado del cabello,Deliplus,0.9,Non-Male,Non-Male,Mercadona,Housebrand
Champú Argan Oil Deliplus cabello seco y dañadoBote,400,ml,2.05,Champú,Champú,Cuidado del cabello,Deliplus,0.51,Non-Male,Non-Male,Mercadona,Housebrand
Champú Repara & Protege Pantene cabello débil y dañadoBote,300,ml,3.55,Champú,Champú,Cuidado del cabello,Pantene,1.18,Non-Male,Non-Male,Mercadona,Brand
Champú Detox Deliplus cabello grasoBote,400,ml,2.05,Champú,Champú,Cuidado del cabello,Deliplus,0.51,Non-Male,Non-Male,Mercadona,Housebrand
Champú Hydra hyaluronic Deliplus cabello de normal a secoBote,400,ml,2.35,Champú,Champú,Cuidado del cabello,Deliplus,0.59,Non-Male,Non-Male,Mercadona,Housebrand
Champú Color Intense Deliplus cabello teñido o con mechasBote,400,ml,1.8,Champú,Champú,Cuidado del cabello,Deliplus,0.45,Non-Male,Non-Male,Mercadona,Housebrand
Champú Liss Frizz Control Deliplus cabello rebeldeBote,400,ml,1.8,Champú,Champú,Cuidado del cabello,Deliplus,0.45,Non-Male,Non-Male,Mercadona,Housebrand
Champú Natural Deliplus todo tipo de cabelloBote,400,ml,2.05,Champú,Champú,Cuidado del cabello,Deliplus,0.51,Non-Male,Non-Male,Mercadona,Housebrand
Champú Color Vive Elvive cabello teñido o con mechasBote,300,ml,3.3,Champú,Champú,Cuidado del cabello,Elvive,1.1,Non-Male,Non-Male,Mercadona,Brand
Champú Suave & Liso Pantene cabello encrespado o secoBote,300,ml,3.55,Champú,Champú,Cuidado del cabello,Pantene,1.18,Non-Male,Non-Male,Mercadona,Brand
Champú Silver Deliplus cabello blanco y platinoBote,300,ml,2.8,Champú,Champú,Cuidado del cabello,Deliplus,0.93,Non-Male,Non-Male,Mercadona,Housebrand
Champú Curl Perfect Deliplus cabello rizadoBote,400,ml,2.35,Champú,Champú,Cuidado del cabello,Deliplus,0.59,Non-Male,Non-Male,Mercadona,Housebrand
Champú seco O'lyseeBote,200,ml,2,Champú,Champú,Cuidado del cabello,O'lysee,1,Non-Male,Non-Male,Mercadona,Brand
Champú Dermo Sensitive Deliplus cuero cabelludo sensibleBote,400,ml,2.6,Champú,Champú,Cuidado del cabello,Deliplus,0.65,Non-Male,Non-Male,Mercadona,Housebrand
Champú Extra Suave Deliplus todo tipo de cabelloBotella,750,ml,1.95,Champú,Champú,Cuidado del cabello,Deliplus,0.26,Non-Male,Non-Male,Mercadona,Housebrand
Champú Volumen Deliplus cabello fino y sin volumenBote,400,ml,2.35,Champú,Champú,Cuidado del cabello,Deliplus,0.59,Non-Male,Non-Male,Mercadona,Housebrand
Champú Anticaída DeliplusBote,400,ml,2.05,Champú,Champú,Cuidado del cabello,Deliplus,0.51,Non-Male,Non-Male,Mercadona,Housebrand
Champú Zero Deliplus todo tipo de cabelloBote,400,ml,2.05,Champú,Champú,Cuidado del cabello,Deliplus,0.51,Non-Male,Non-Male,Mercadona,Housebrand
Champú Plex Repair Deliplus cabello muy dañadoBote,400,ml,2.75,Champú,Champú,Cuidado del cabello,Deliplus,0.69,Non-Male,Non-Male,Mercadona,Housebrand
Champú Hidra Hialurónico Elvive cabello deshidratadoBote,300,ml,3.3,Champú,Champú,Cuidado del cabello,Elvive,1.1,Non-Male,Non-Male,Mercadona,Brand
Champú anticaspa Citrus Fresh H&S cabello grasoBote,400,ml,5.3,Champú,Champú,Cuidado del cabello,H&S,1.32,Non-Male,Non-Male,Mercadona,Brand
Champú anticaspa Menthol Fresh H&SBote,400,ml,5.3,Champú,Champú,Cuidado del cabello,H&S,1.32,Non-Male,Non-Male,Mercadona,Brand
Champú y acondicionador anticaspa Classic 2 en 1 H&SBote,400,ml,5.3,Champú,Champú,Cuidado del cabello,H&S,1.32,Non-Male,Non-Male,Mercadona,Brand
Champú anticaspa Citric Ultrex cabello grasoBote,360,ml,2.4,Champú,Champú,Cuidado del cabello,Ultrex,0.67,Non-Male,Non-Male,Mercadona,Brand
Champú anticaspa Menthol Ultrex todo tipo de cabelloBote,360,ml,2.4,Champú,Champú,Cuidado del cabello,Ultrex,0.67,Non-Male,Non-Male,Mercadona,Brand
Champú y acondicionador anticaspa Classic 2 en 1 Ultrex todo tipo de cabelloBote,360,ml,2.4,Champú,Champú,Cuidado del cabello,Ultrex,0.67,Non-Male,Non-Male,Mercadona,Brand
Champú infantil Kids 3 en 1 DeliplusBote,300,ml,1.7,Champú,Champú,Cuidado del cabello,Deliplus,0.57,Non-Male,Non-Male,Mercadona,Housebrand
Loción infantil elimina liendres y piojos DeliplusBote,150,ml,4.5,Champú,Champú,Cuidado del cabello,Deliplus,3,Non-Male,Non-Male,Mercadona,Housebrand
Champú Protect Triple Action Deliplus preventivo y protectorBote,300,ml,2.5,Champú,Champú,Cuidado del cabello,Deliplus,0.83,Non-Male,Non-Male,Mercadona,Housebrand
Instant conditioner Protect Triple Action Deliplus preventivo y sin aclaradoBote,250,ml,2.3,Champú,Champú,Cuidado del cabello,Deliplus,0.92,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 1 negro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 210 negro azulado DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente Garnier 10 ultra negroCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración sin amoníaco L'Oréal 210 negro azuladoCaja,1,ud,6,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,6,Non-Male,Non-Male,Mercadona,Brand
Mascarilla cabello negro DeliplusCaja,1,ud,2.1,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Coloración sin amoníaco L'Oréal 323 negro chocolateCaja,1,ud,6,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,6,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente 1 negro Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 188 negro azulado intenso Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 3 castaño oscuro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 4 castaño medio DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 415 chocolate helado DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 5 castaño claro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 577 castaño claro marrón intenso DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 579 marrón chocolate DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 615 marrón macadamia DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 625 marrón avellana DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 635 marrón caramelo DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente Garnier 50 castaño luminosoCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente Garnier 535 castaño canelaCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración sin amoníaco L'Oréal 400 castañoCaja,1,ud,6,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,6,Non-Male,Non-Male,Mercadona,Brand
Coloración sin amoníaco L'Oréal 415 castaño heladoCaja,1,ud,6,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,6,Non-Male,Non-Male,Mercadona,Brand
Coloración sin amoníaco L'Oréal 503 castaño doradoCaja,1,ud,6,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,6,Non-Male,Non-Male,Mercadona,Brand
Mascarilla cabello chocolate DeliplusCaja,1,ud,2.1,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 3 castaño oscuro Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 4 castaño Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 415 chocolate helado Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 5 castaño claro Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 51 castaño claro ceniza Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 535 chocolate Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 0% amoníaco Deliplus 674 marrón cobrizoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 773 marrón dorado Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 45 caoba oscuro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 55 caoba rojizo DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 660 rojo pasión DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 743 cobre cálido DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 86 rojo intenso DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente Garnier 316 violín intensoCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente Garnier 660 rojo intensoCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente 520 violín DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla cabello violín DeliplusCaja,1,ud,2.1,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 569 violín Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 0% amoníaco Deliplus 66 rubio oscuro rojizoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 866 rojo rubí Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla cabello rojo DeliplusCaja,1,ud,2.1,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla cabello rubio miel DeliplusCaja,1,ud,2.1,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Mascarilla cabello cobre DeliplusCaja,1,ud,2.1,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,2.1,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 6 rubio oscuro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 61 rubio oscuro ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 64 rubio oscuro cobrizo DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 7 rubio medio DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 71 rubio medio ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 73 rubio medio dorado DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 740 rubio cobrizo intenso DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 777 rubio marrón intenso DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 8 rubio claro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 81 rubio claro ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 83 rubio claro dorado DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 844 rubio claro cobrizo DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 9 rubio clarísimo DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 91 rubio clarísimo ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 93 rubio clarísimo dorado DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 10 rubio extra claro DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 100 rubio platino natural DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 101 rubio platino ceniza DeliplusCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente Garnier 60  rubio oscuroCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente Garnier 635 rubio carameloCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente Garnier 110 rubio extra claro cenizaCaja,1,ud,3.5,Coloración cabello,Coloración,Cuidado del cabello,Garnier,3.5,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente L'Oréal 93 rubio muy claro doradoCaja,1,ud,7.2,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,7.2,Non-Male,Non-Male,Mercadona,Brand
Coloración sin amoníaco L'Oréal 600 rubio oscuroCaja,1,ud,6,Coloración cabello,Coloración,Cuidado del cabello,L'Oréal,6,Non-Male,Non-Male,Mercadona,Brand
Coloración permanente 60 rubio oscuro luminoso Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 61 rubio oscuro ceniza Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 7 rubio Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 70 rubio medio luminoso Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 71 rubio medio ceniza Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 713 rubio beige Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 744 rubio cobrizo Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 80 rubio claro luminoso Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 81 rubio claro ceniza Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 831 rubio miel Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 877 rubio claro marrón intenso Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 90 rubio muy claro lumonoso Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 91 rubio muy claro ceniza Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
Coloración permanente 100 rubio extra claro Deliplus 0% amoníacoCaja,1,ud,3.9,Coloración cabello,Coloración,Cuidado del cabello,Deliplus,3.9,Non-Male,Non-Male,Mercadona,Housebrand
