name,quantity,quantity_unit,price,subcat,match_subcat,cat_name,brand,avg_price,gender,gender_2,store,type_brand
Colutorio Bonté 0% Alcohol 500 Ml,500,ml,2.3899999999999997,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,BONTE,0.48,Non-Male,Non-Male,Clarel,Housebrand
Colutorio Cuidado De Las Encías Gingival 500 Ml,500,ml,2.4899999999999998,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,BONTE,0.5,Non-Male,Non-Male,Clarel,Housebrand
Colutorio Bonté Blanqueador 500 Ml,500,ml,2.4899999999999998,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,BONTE,0.5,Non-Male,Non-Male,Clarel,Housebrand
Colutorio Bonté Cuidado Total 100 Ml,100,ml,1,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,BONTE,1,Non-Male,Non-Male,Clarel,Housebrand
Colutorio Bonté Junior 500 Ml,500,ml,1.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,BONTE,0.4,Non-Male,Non-Male,Clarel,Housebrand
Colutorio Bonté Cuidado Total 500 Ml,500,ml,1.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,BONTE,0.4,Non-Male,Non-Male,Clarel,Housebrand
Colutorio Sensilacer 500 Ml,500,ml,9.29,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LACER,1.86,Non-Male,Non-Male,Clarel,Brand
Colutorio Lacer Oros 500 Ml,500,ml,9.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LACER,2,Non-Male,Non-Male,Clarel,Brand
Colutorio Gingi Lacer 500 Ml,500,ml,9.29,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LACER,1.86,Non-Male,Non-Male,Clarel,Brand
Colutorio Lacer 500 Ml,500,ml,8.29,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LACER,1.66,Non-Male,Non-Male,Clarel,Brand
Colurorios Parogencyl Colutorio Control 500 ml,500,ml,7.6899999999999995,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,PAROGENCYL,1.54,Non-Male,Non-Male,Clarel,Brand
Fluocaril Colutorio Bi-Fluore 500ml,500,ml,5.49,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,FLUOCARIL,1.1,Non-Male,Non-Male,Clarel,Brand
Colutorio Frescor Intenso Parodontax 500 ml,500,ml,5.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,PARODONTAX,1.2,Non-Male,Non-Male,Clarel,Brand
Spray Bucal Pierrot 10 Ml,10,ml,1.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,PIERROT,19.9,Non-Male,Non-Male,Clarel,Brand
Enguaje bucal Colutorio COCO ECODENTA 500ML,500,ml,7.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,ECODENTA,1.6,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Dientes y Encías Sabor Suave, 500ml",500,ml,5.95,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.19,Non-Male,Non-Male,Clarel,Brand
Enjuague bucal ORAL B complete botella 500 ml,500,ml,5.49,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,ORAL B,1.1,Non-Male,Non-Male,Clarel,Brand
"Enjuague bucal Colgate Triple Action, combate las bacterias, aliento fresco 500ml",500,ml,4.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,COLGATE,1,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Blanqueador Avanced White, 500 ml",500,ml,5.95,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.19,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Mentol, 1000 ml.",1000,ml,9.49,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,0.95,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Mentol Sabor Suave, 1000 ml",1000,ml,9.49,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,0.95,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Protección Dientes Y Encías, 1000 ml",1000,ml,10.29,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.03,Non-Male,Non-Male,Clarel,Brand
Enjuague Bucal Cuidado Total Listerine 500 Ml,500,ml,5.95,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.19,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Smart Rinse, 500 ml",500,ml,5.35,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.07,Non-Male,Non-Male,Clarel,Brand
"Enjuague bucal Colgate Plax Soft Mint protección 24H, antibacteriano 500ml",500,ml,5.29,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,COLGATE,1.06,Non-Male,Non-Male,Clarel,Brand
"Enjuague bucal blanqueador Colgate Max White Expert, dientes blancos 500ml",500,ml,4.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,COLGATE,1,Non-Male,Non-Male,Clarel,Brand
Enjuague bucal ORAL B 3D white lux perfection botella 500 ml,500,ml,5.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,ORAL B,1.2,Non-Male,Non-Male,Clarel,Brand
Enjuague bucal ORAL B pro-expert botella 500 ml,500,ml,5.49,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,ORAL B,1.1,Non-Male,Non-Male,Clarel,Brand
Enjuague bucal ORAL B protección profesional botella 500 ml,500,ml,5.49,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,ORAL B,1.1,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Mentol Sabor Suave, 500 ml",500,ml,4.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Cuidado Total, 1000 ml",1000,ml,10.350000000000001,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.04,Non-Male,Non-Male,Clarel,Brand
Enjuague Bucal Dientes Y Encías Listerine 500 Ml,500,ml,5.95,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.19,Non-Male,Non-Male,Clarel,Brand
Enjuague bucal Colgate Encías Revitalizante fortificante extracto de gingseng 500ml,500,ml,5.29,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,COLGATE,1.06,Non-Male,Non-Male,Clarel,Brand
Enjuague Bucal Menta Fresca Listerine 500 Ml,500,ml,4.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1,Non-Male,Non-Male,Clarel,Brand
Enjuague Bucal Mentol Listerine 500 Ml,500,ml,4.99,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1,Non-Male,Non-Male,Clarel,Brand
Enjuague bucal KEMPHOR elixir concentrado botella 100 ml,100,ml,3.9899999999999998,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,KEMPHOR,3.99,Non-Male,Non-Male,Clarel,Brand
"Enjuague bucal blanqueador Colgate Max White Expert, dientes blancos 250ml",250,ml,2.9899999999999998,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,COLGATE,1.2,Non-Male,Non-Male,Clarel,Brand
"Enjuague Naturals Protección De Encías Sabor Suave , 500 ml",500,ml,5.95,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.19,Non-Male,Non-Male,Clarel,Brand
"Enjuague Bucal Cuidado Total, 95 ml",95,ml,1.75,Higiene bucal-Enjuagues bucales,Higiene bucal,Higiene,LISTERINE,1.84,Non-Male,Non-Male,Clarel,Brand
Seda dental ORAL B cera/menta 50m 1 ud,1,ud,3.9899999999999998,Higiene bucal-Seda dental e interdentales,Higiene bucal,Higiene,ORAL B,3.99,Non-Male,Non-Male,Clarel,Brand
Seda dental 50m COLGATE 1 ud,1,ud,3.59,Higiene bucal-Seda dental e interdentales,Higiene bucal,Higiene,COLGATE,3.59,Non-Male,Non-Male,Clarel,Brand
Tabletas Limpiadoras Para Prótesis Dentales Y Férulas Ad.Bene 30 Uds.,30,ud,3.4899999999999998,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,AD·BENE,0.12,Non-Male,Non-Male,Clarel,Brand
Crema fijadora para prótesis dentales COREGA 1 ud,1,ud,9.99,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,COREGA,9.99,Non-Male,Non-Male,Clarel,Brand
Crema de fijación dental COREGA 70 gr,70,g,13.39,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,COREGA,19.13,Non-Male,Non-Male,Clarel,Brand
Crema prótesis dental BONTE fijadora tubo 40 ml,40,ml,2.9899999999999998,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,BONTE,7.47,Non-Male,Non-Male,Clarel,Housebrand
Recipiente para ortodoncia BONTE 1 ud,1,ud,3.4899999999999998,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,BONTE,3.49,Non-Male,Non-Male,Clarel,Housebrand
Crema prótesis dental POLIDENT fijadora sin sabor 40 ml,40,ml,4.99,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,POLIDENT,12.47,Non-Male,Non-Male,Clarel,Brand
Crema fijadora POLIDENT prótesis dental protección encías 40 gr,40,g,5.6899999999999995,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,POLIDENT,14.22,Non-Male,Non-Male,Clarel,Brand
Crema prótesis dental POLIDENT fijadora tubo 44 gr,44,g,5.29,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,POLIDENT,12.02,Non-Male,Non-Male,Clarel,Brand
Tabletas limpiadoras POLIDENT para prótesis dental caja 30 uds,30,ud,4.99,Higiene bucal-Productos protésicos,Higiene bucal,Higiene,POLIDENT,0.17,Non-Male,Non-Male,Clarel,Brand
Compresa Dermo Maxi Night Indasec 12 Uds.,12,ud,6.39,Higiene íntima-Compresas,Higiene íntima,Higiene,INDASEC,0.53,Non-Male,Non-Male,Clarel,Brand
Ausonia Alas Noche Extra 20 uds,20,ud,4.6899999999999995,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.23,Non-Male,Non-Male,Clarel,Brand
Braguita Menstrual Talla S Silvercare 1 Ud,1,ud,15.99,Higiene íntima-Compresas,Higiene íntima,Higiene,SILVERCARE,15.99,Non-Male,Non-Male,Clarel,Brand
Compresa Suave Normal Bonté 20 Uds,20,ud,1.29,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.06,Non-Male,Non-Male,Clarel,Housebrand
Compresa ultrafinas con alas Super Plus Bonté 14 Uds,14,ud,1.59,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.11,Non-Male,Non-Male,Clarel,Housebrand
Compresa ultrafinas normal con alas Bonté 16 Uds,16,ud,1.59,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.1,Non-Male,Non-Male,Clarel,Housebrand
Compresa Ultra Alas Noche Bonté 10 Uds,10,ud,1.79,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.18,Non-Male,Non-Male,Clarel,Housebrand
Compresa ultrafinas normal sin alas Bonté 16 Uds,16,ud,1.59,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.1,Non-Male,Non-Male,Clarel,Housebrand
Compresa Suave Super Plegada Bonté 16 Uds,16,ud,1.59,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.1,Non-Male,Non-Male,Clarel,Housebrand
Compresas alas noche AUSONIA 24 uds,24,ud,4.72,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.2,Non-Male,Non-Male,Clarel,Brand
Compresas Noche Extra alas Evax 10 uds,10,ud,3.12,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.31,Non-Male,Non-Male,Clarel,Brand
Compresa Organic Cotton Super Alas Ausonia 11 Uds,11,ud,2.59,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.24,Non-Male,Non-Male,Clarel,Brand
Compresa Ultrafina Plus Normal Alas Ausonia 16 Uds,16,ud,2.8299999999999996,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.18,Non-Male,Non-Male,Clarel,Brand
Ausonia Ultrafina Plus Noche Alas 10 uds,10,ud,2.79,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.28,Non-Male,Non-Male,Clarel,Brand
Ausonia Ultrafinaplus Super Alas 14 uds,14,ud,2.79,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.2,Non-Male,Non-Male,Clarel,Brand
Compresa incontinente Extra Tena 20 Ud,20,ud,6.99,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,0.35,Non-Male,Non-Male,Clarel,Brand
"Ropa interior Incontinencia Unisex TENA Pants Plus, Talla M 14 uds.",14,ud,16.99,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,1.21,Non-Male,Non-Male,Clarel,Brand
Compresa Incontinente Plus G Tena 14Ud,14,ud,17.99,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,1.28,Non-Male,Non-Male,Clarel,Brand
Compres Norm Incont Tena 24Ud,24,ud,6.99,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,0.29,Non-Male,Non-Male,Clarel,Brand
Ausonia Discreet Maxi 8,1,ud,4.39,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,4.39,Non-Male,Non-Male,Clarel,Brand
Braga Menstrual Talla L Silvercare 1 Ud,1,ud,15.99,Higiene íntima-Compresas,Higiene íntima,Higiene,SILVERCARE,15.99,Non-Male,Non-Male,Clarel,Brand
Compresas ultrafina con alas para noche Ausonia 8 uds,8,ud,1.8800000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.24,Non-Male,Non-Male,Clarel,Brand
Compresa fina segura alas normal EVAX 12 uds,12,ud,1.6500000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.14,Non-Male,Non-Male,Clarel,Brand
Compresa mini INDASEC 20 uds,20,ud,3.69,Higiene íntima-Compresas,Higiene íntima,Higiene,INDASEC,0.18,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia BONTE mini bolsa 30 uds,30,ud,4.35,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.14,Non-Male,Non-Male,Clarel,Housebrand
Compresas de incontinencia BONTE maxi paquete 12 uds,12,ud,4.09,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.34,Non-Male,Non-Male,Clarel,Housebrand
Compresas de incontinencia BONTE para hombres paquete 10 uds,10,ud,3.79,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.38,Male,Male,Clarel,Housebrand
Compresas de incontinencia INDASEC extra paquete 10 uds,10,ud,3.69,Higiene íntima-Compresas,Higiene íntima,Higiene,INDASEC,0.37,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia INDASEC normal bolsa 12 uds,12,ud,3.69,Higiene íntima-Compresas,Higiene íntima,Higiene,INDASEC,0.31,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia INDASEC maxi bolsa 15 uds,15,ud,6.99,Higiene íntima-Compresas,Higiene íntima,Higiene,INDASEC,0.47,Non-Male,Non-Male,Clarel,Brand
Compresa normal Plus EVAX 28 uds,28,ud,5.109999999999999,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.18,Non-Male,Non-Male,Clarel,Brand
Compresa noche EVAX con alas 18 uds,18,ud,5.109999999999999,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.28,Non-Male,Non-Male,Clarel,Brand
Compresa eco noche SILVER 10 uds,10,ud,2.8899999999999997,Higiene íntima-Compresas,Higiene íntima,Higiene,SILVERCARE,0.29,Non-Male,Non-Male,Clarel,Brand
Compresa eco ultrafina SILVER 10 uds,10,ud,2.51,Higiene íntima-Compresas,Higiene íntima,Higiene,SILVERCARE,0.25,Non-Male,Non-Male,Clarel,Brand
Compresas noche AUSONIA alas más larga 9 uds,9,ud,1.8800000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.21,Non-Male,Non-Male,Clarel,Brand
Compresa Ultrafina Normal Alas Ausonia 38 Uds,38,ud,4.79,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.13,Non-Male,Non-Male,Clarel,Brand
Compresas super con alas AUSONIA 30 uds,30,ud,4.63,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.15,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia AUSONIA extra paquete 10 uds,10,ud,4.39,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.44,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia AUSONIA maxi paquete 12 uds,12,ud,7.470000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.62,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia AUSONIA normal paquete 12 uds,12,ud,4.39,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.37,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia AUSONIA mini paquete 20 uds,20,ud,4.39,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.22,Non-Male,Non-Male,Clarel,Brand
Compresa super EVAX Cottonlike alas bolsa 24 uds,24,ud,5.109999999999999,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.21,Non-Male,Non-Male,Clarel,Brand
Compresas sin alas Extraplana Ausonia 12 uds,12,ud,1.6900000000000002,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.14,Non-Male,Non-Male,Clarel,Brand
Compresas Noche Gruesas Ausonia 9 uds,9,ud,2.19,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.24,Non-Male,Non-Male,Clarel,Brand
Compresas incontinencia ultra mini TENA 28 uds,28,ud,3.4899999999999998,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,0.12,Non-Male,Non-Male,Clarel,Brand
Compresas incontinencia maxi TENA 12 uds,12,ud,7.1899999999999995,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,0.6,Non-Male,Non-Male,Clarel,Brand
Compresa fina y segura EVAX 24 uds,24,ud,2.84,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.12,Non-Male,Non-Male,Clarel,Brand
Compresa normal s/a EVAX Liberty 12 uds,12,ud,3.11,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.26,Non-Male,Non-Male,Clarel,Brand
Compresas con alas super AUSONIA 12 uds,12,ud,1.8800000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.16,Non-Male,Non-Male,Clarel,Brand
compresa maxi7super EVAX sin alas bolsa 13 uds,13,ud,1.6500000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.13,Non-Male,Non-Male,Clarel,Brand
Compresa normal EVAX con alas caja 12 uds,12,ud,3.11,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.26,Non-Male,Non-Male,Clarel,Brand
Compresa noche EVAX con alas caja 9 uds,9,ud,3.11,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.35,Non-Male,Non-Male,Clarel,Brand
Compresa super EVAX con alas caja 10 uds,10,ud,3.11,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.31,Non-Male,Non-Male,Clarel,Brand
Compresa incontinencia mini discreet TENA 20 uds,20,ud,4.6899999999999995,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,0.23,Non-Male,Non-Male,Clarel,Brand
Compresas de incontinencia BONTE normal bolsa 24 uds,24,ud,4.35,Higiene íntima-Compresas,Higiene íntima,Higiene,BONTE,0.18,Non-Male,Non-Male,Clarel,Housebrand
Compresas normal con alas AUSONIA 14 uds,14,ud,1.8800000000000001,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.13,Non-Male,Non-Male,Clarel,Brand
Compresa super plus EVAX con alas bolsa 10 uds,10,ud,2.8299999999999996,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.28,Non-Male,Non-Male,Clarel,Brand
Compresa de incontinencia maxi night TENA Lady paquete 12 uds,12,ud,7.99,Higiene íntima-Compresas,Higiene íntima,Higiene,TENA,0.67,Non-Male,Non-Male,Clarel,Brand
Compresa Organic Cotton Normal Alas Ausonia 8 Uds,8,ud,2.59,Higiene íntima-Compresas,Higiene íntima,Higiene,AUSONIA,0.32,Non-Male,Non-Male,Clarel,Brand
Compresa con alas EVAX normal bolsa 16 uds,16,ud,2.8299999999999996,Higiene íntima-Compresas,Higiene íntima,Higiene,EVAX,0.18,Non-Male,Non-Male,Clarel,Brand
Tampones Super Plus Con Aplicador Compacto Bonté 16 Uds,16,ud,2.3899999999999997,Higiene íntima-Tampones,Higiene íntima,Higiene,BONTE,0.15,Non-Male,Non-Male,Clarel,Housebrand
Tampones Super Con Aplicador Compacto Bonté 16 Uds,16,ud,2.29,Higiene íntima-Tampones,Higiene íntima,Higiene,BONTE,0.14,Non-Male,Non-Male,Clarel,Housebrand
Tampones Normal Con Aplicador Compacto Bonté 16 Uds,16,ud,2.19,Higiene íntima-Tampones,Higiene íntima,Higiene,BONTE,0.14,Non-Male,Non-Male,Clarel,Housebrand
Tampon Digital Super Ob 32Ud,32,ud,5.79,Higiene íntima-Tampones,Higiene íntima,Higiene,O.B.,0.18,Non-Male,Non-Male,Clarel,Brand
Tampones Con Aplicador Compak Pearl Regular Tampax 36 Uds,36,ud,8.99,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.25,Non-Male,Non-Male,Clarel,Brand
Tampones 100% organicos tamaño normal O.B. 16 uds,16,ud,4.99,Higiene íntima-Tampones,Higiene íntima,Higiene,O.B.,0.31,Non-Male,Non-Male,Clarel,Brand
Tampón Compak Lit Tampax 12 x 24 Ud,24,ud,4.06,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.17,Non-Male,Non-Male,Clarel,Brand
Tampón digital organic super O.B. 16 uds,16,ud,4.99,Higiene íntima-Tampones,Higiene íntima,Higiene,O.B.,0.31,Non-Male,Non-Male,Clarel,Brand
Tampón super plus OB Pro confort caja 16 uds,16,ud,3.8899999999999997,Higiene íntima-Tampones,Higiene íntima,Higiene,O.B.,0.24,Non-Male,Non-Male,Clarel,Brand
Tampón mini OB Pro confort caja 32 uds,32,ud,5.59,Higiene íntima-Tampones,Higiene íntima,Higiene,O.B.,0.17,Non-Male,Non-Male,Clarel,Brand
Tampón super eco SILVERCARE 16 uds,16,ud,2.9899999999999998,Higiene íntima-Tampones,Higiene íntima,Higiene,SILVERCARE,0.19,Non-Male,Non-Male,Clarel,Brand
Tampón regular eco SILVERCARE 16 uds,16,ud,2.9899999999999998,Higiene íntima-Tampones,Higiene íntima,Higiene,SILVERCARE,0.19,Non-Male,Non-Male,Clarel,Brand
Tampón super TAMPAX compak plus 18 uds,18,ud,4.06,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.23,Non-Male,Non-Male,Clarel,Brand
Tampón super TAMPAX Pearl plus caja 24 uds,24,ud,5.1899999999999995,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.22,Non-Male,Non-Male,Clarel,Brand
Tampón regular TAMPAX Pearl caja 24 uds,24,ud,5.1899999999999995,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.22,Non-Male,Non-Male,Clarel,Brand
Tampón super TAMPAX Pearl caja 24 uds,24,ud,5.1899999999999995,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.22,Non-Male,Non-Male,Clarel,Brand
Tampones pearl TAMPAX 18 uds,18,ud,4.25,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.24,Non-Male,Non-Male,Clarel,Brand
Tampón regular TAMPAX Compak caja 22 uds,22,ud,4.06,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.18,Non-Male,Non-Male,Clarel,Brand
Tampón super TAMPAX Compak 20 uds,20,ud,4.06,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.2,Non-Male,Non-Male,Clarel,Brand
Tampón super TAMPAX plus con aplicador caja 16 uds,16,ud,4.25,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.27,Non-Male,Non-Male,Clarel,Brand
Tampón super TAMPAX Compak Pearl caja 16 uds,16,ud,4.25,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.27,Non-Male,Non-Male,Clarel,Brand
Tampón regular TAMPAX Compak Pearl caja 16 uds,16,ud,4.25,Higiene íntima-Tampones,Higiene íntima,Higiene,TAMPAX,0.27,Non-Male,Non-Male,Clarel,Brand
Tampón regular OB caja 32 uds,32,ud,5.6899999999999995,Higiene íntima-Tampones,Higiene íntima,Higiene,O.B.,0.18,Non-Male,Non-Male,Clarel,Brand
Protegeslips Algodón Orgánico Carefree 30 Uds,30,ud,2.69,Higiene íntima-Protege slips,Higiene íntima,Higiene,CAREFREE,0.09,Non-Male,Non-Male,Clarel,Brand
Protegeslip Plegado Bonté 30 Uds,30,ud,1.49,Higiene íntima-Protege slips,Higiene íntima,Higiene,BONTE,0.05,Non-Male,Non-Male,Clarel,Housebrand
Protegeslip Multiform Bonté 30 Uds,30,ud,1.79,Higiene íntima-Protege slips,Higiene íntima,Higiene,BONTE,0.06,Non-Male,Non-Male,Clarel,Housebrand
Protegeslip Maxi Bonté 36 Uds,36,ud,1.79,Higiene íntima-Protege slips,Higiene íntima,Higiene,BONTE,0.05,Non-Male,Non-Male,Clarel,Housebrand
Protegeslip Normal Bonté 50 Uds,50,ud,1.8900000000000001,Higiene íntima-Protege slips,Higiene íntima,Higiene,BONTE,0.04,Non-Male,Non-Male,Clarel,Housebrand
Protegeslip Normal Suave Bonté 40 Uds,40,ud,1.6900000000000002,Higiene íntima-Protege slips,Higiene íntima,Higiene,BONTE,0.04,Non-Male,Non-Male,Clarel,Housebrand
Salvaslip Multiforma Evax 58 Uds,58,ud,3.09,Higiene íntima-Protege slips,Higiene íntima,Higiene,EVAX,0.05,Non-Male,Non-Male,Clarel,Brand
Ausonia Discreet Ultra 12 uds,12,ud,7.470000000000001,Higiene íntima-Protege slips,Higiene íntima,Higiene,AUSONIA,0.62,Non-Male,Non-Male,Clarel,Brand
Ausonia Discreet Mini Plus 16 ud,16,ud,4.39,Higiene íntima-Protege slips,Higiene íntima,Higiene,AUSONIA,0.27,Non-Male,Non-Male,Clarel,Brand
protege slips plus CAREFREE long fresh caja 40 uds,40,ud,3.29,Higiene íntima-Protege slips,Higiene íntima,Higiene,CAREFREE,0.08,Non-Male,Non-Male,Clarel,Brand
Protege slips plus maxi CAREFREE fresh caja 32+4 uds,4,ud,2.3899999999999997,Higiene íntima-Protege slips,Higiene íntima,Higiene,CAREFREE,0.6,Non-Male,Non-Male,Clarel,Brand
Protege slips CAREFREE flexiform caja 30 uds,30,ud,2.09,Higiene íntima-Protege slips,Higiene íntima,Higiene,CAREFREE,0.07,Non-Male,Non-Male,Clarel,Brand
Protege Slips Eco SILVERCARE 24 uds,24,ud,2.8899999999999997,Higiene íntima-Protege slips,Higiene íntima,Higiene,SILVERCARE,0.12,Non-Male,Non-Male,Clarel,Brand
Protege Slips Eco SILVERCARE 30 uds,30,ud,2.69,Higiene íntima-Protege slips,Higiene íntima,Higiene,SILVERCARE,0.09,Non-Male,Non-Male,Clarel,Brand
Protege slips EVAX maxi plus caja 30 uds,30,ud,3.18,Higiene íntima-Protege slips,Higiene íntima,Higiene,EVAX,0.11,Non-Male,Non-Male,Clarel,Brand
